форма шляпки,поверхность шляпки,цвет шляпки,повреждения,запах,крепление пластинок,расстояние между пластинками,размер пластинок,цвет пластинок,форма ножки,корень ножки,поверхность ножки выше кольца,поверхность ножки ниже кольца,цвет ножки выше кольца,цвет ножки ниже кольца,тип вуали,цвет вуали,количество колец,тип кольца,цвет спор,популяция,среда обитания,съедобность
плоская,волокнистая,серая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,бежевый,частичная,белый,одно,крупное,шоколадный,несколько,тропинки,ядовит
выпуклая,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,коричневый,частичная,белый,одно,крупное,шоколадный,несколько,тропинки,ядовит
плоская,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,коричневый,частичная,белый,одно,крупное,шоколадный,одиночное,леса,ядовит
плоская,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,розовый,частичная,белый,одно,крупное,шоколадный,одиночное,леса,ядовит
плоская,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,крупное,шоколадный,несколько,травы,ядовит
плоская,волокнистая,серая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,розовый,частичная,белый,одно,крупное,шоколадный,несколько,травы,ядовит
выпуклая,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,коричневый,частичная,белый,одно,крупное,шоколадный,одиночное,травы,ядовит
плоская,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,коричневый,частичная,белый,одно,крупное,шоколадный,одиночное,тропинки,ядовит
выпуклая,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,коричневый,частичная,белый,одно,крупное,шоколадный,одиночное,травы,ядовит
плоская,волокнистая,серая,переломы,нет,свободные,близкие,широкие,фиолетовые,сужающиеся,луковичная,гладкая,гладкая,белый,белый,частичная,белый,одно,подвесное,коричневый,одиночное,леса,съедобен
выпуклая,гладкая,серая,переломы,тухлый,свободные,близкие,широкие,шоколадные,сужающиеся,луковичная,волокнистая,гладкая,белый,белый,частичная,белый,одно,подвесное,шоколадный,рассеянное,травы,ядовит
выпуклая,чешуйчатая,коричневая,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,розовый,белый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
плоская,гладкая,серая,переломы,тухлый,свободные,близкие,широкие,розовые,сужающиеся,луковичная,гладкая,волокнистая,белый,белый,частичная,белый,одно,подвесное,шоколадный,несколько,травы,ядовит
плоская,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,коричневый,частичная,белый,одно,крупное,шоколадный,одиночное,травы,ядовит
плоская,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,крупное,шоколадный,несколько,травы,ядовит
плоская,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,розовый,частичная,белый,одно,крупное,шоколадный,несколько,леса,ядовит
плоская,чешуйчатая,красная,переломы,нет,свободные,близкие,широкие,красные,удлиняющиеся,,гладкая,гладкая,белый,красный,частичная,белый,два,исчезающее,белый,скопленное,загрязненная,съедобен
плоская,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,коричневый,частичная,белый,одно,крупное,шоколадный,несколько,тропинки,ядовит
выпуклая,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,коричневый,частичная,белый,одно,крупное,шоколадный,несколько,травы,ядовит
плоская,волокнистая,серая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,бежевый,частичная,белый,одно,крупное,шоколадный,одиночное,леса,ядовит
выпуклая,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,бежевый,частичная,белый,одно,крупное,шоколадный,одиночное,леса,ядовит
плоская,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,бежевый,частичная,белый,одно,крупное,шоколадный,одиночное,травы,ядовит
плоская,чешуйчатая,коричневая,переломы,нет,свободные,близкие,широкие,красные,удлиняющиеся,,гладкая,гладкая,красный,красный,частичная,белый,два,исчезающее,белый,скопленное,загрязненная,съедобен
плоская,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,коричневый,частичная,белый,одно,крупное,шоколадный,несколько,травы,ядовит
кнопочная,волокнистая,коричневая,нет,нет,свободные,близкие,узкие,белые,удлиняющиеся,,шелковистая,чешуйчатая,белый,коричневый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
плоская,волокнистая,серая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,розовый,частичная,белый,одно,крупное,шоколадный,несколько,леса,ядовит
плоская,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,бежевый,частичная,белый,одно,крупное,шоколадный,несколько,тропинки,ядовит
выпуклая,чешуйчатая,коричневая,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
плоская,волокнистая,серая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,крупное,шоколадный,несколько,леса,ядовит
плоская,волокнистая,серая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,бежевый,частичная,белый,одно,крупное,шоколадный,одиночное,тропинки,ядовит
плоская,гладкая,белая,переломы,тухлый,свободные,близкие,широкие,белые,сужающиеся,луковичная,волокнистая,волокнистая,белый,белый,частичная,белый,одно,подвесное,шоколадный,несколько,травы,ядовит
плоская,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,коричневый,частичная,белый,одно,крупное,шоколадный,несколько,леса,ядовит
выпуклая,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,коричневый,частичная,белый,одно,крупное,шоколадный,одиночное,травы,ядовит
выпуклая,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,розовый,частичная,белый,одно,крупное,шоколадный,одиночное,травы,ядовит
выпуклая,чешуйчатая,красная,переломы,нет,свободные,близкие,широкие,белые,удлиняющиеся,,гладкая,гладкая,красный,красный,частичная,белый,два,исчезающее,белый,скопленное,загрязненная,съедобен
плоская,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,розовый,частичная,белый,одно,крупное,шоколадный,несколько,леса,ядовит
колокольчатая,волокнистая,желтая,нет,нет,свободные,близкие,узкие,белые,удлиняющиеся,,шелковистая,чешуйчатая,белый,коричневый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
плоская,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,коричневый,частичная,белый,одно,крупное,шоколадный,несколько,леса,ядовит
выпуклая,гладкая,серая,переломы,тухлый,свободные,близкие,широкие,розовые,сужающиеся,луковичная,волокнистая,волокнистая,белый,белый,частичная,белый,одно,подвесное,шоколадный,рассеянное,городская,ядовит
плоская,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,крупное,шоколадный,несколько,леса,ядовит
плоская,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,бежевый,частичная,белый,одно,крупное,шоколадный,несколько,травы,ядовит
кнопочная,чешуйчатая,красная,переломы,нет,свободные,близкие,широкие,красные,удлиняющиеся,,гладкая,гладкая,белый,белый,частичная,белый,два,исчезающее,белый,скопленное,загрязненная,съедобен
плоская,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,розовый,частичная,белый,одно,крупное,шоколадный,несколько,тропинки,ядовит
плоская,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,коричневый,частичная,белый,одно,крупное,шоколадный,несколько,тропинки,ядовит
кнопочная,чешуйчатая,коричневая,нет,нет,свободные,плотные,узкие,белые,удлиняющиеся,луковичная,волокнистая,гладкая,белый,коричневый,частичная,белый,одно,исчезающее,белый,несколько,листва,съедобен
выпуклая,гладкая,белая,нет,смолистый,свободные,близкие,узкие,розовые,удлиняющиеся,луковичная,гладкая,гладкая,белый,белый,частичная,белый,одно,подвесное,коричневый,несколько,леса,ядовит
выпуклая,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,коричневый,частичная,белый,одно,крупное,шоколадный,одиночное,травы,ядовит
выпуклая,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,бежевый,частичная,белый,одно,крупное,шоколадный,несколько,тропинки,ядовит
выпуклая,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,коричневый,частичная,белый,одно,крупное,шоколадный,одиночное,леса,ядовит
плоская,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,бежевый,частичная,белый,одно,крупное,шоколадный,несколько,тропинки,ядовит
колокольчатая,гладкая,бежевая,переломы,нет,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,зеленый,несколько,травы,ядовит
выпуклая,гладкая,белая,переломы,тухлый,свободные,близкие,широкие,шоколадные,сужающиеся,луковичная,волокнистая,волокнистая,белый,белый,частичная,белый,одно,подвесное,шоколадный,несколько,травы,ядовит
плоская,чешуйчатая,красная,переломы,нет,свободные,близкие,широкие,коричневые,сужающиеся,луковичная,гладкая,гладкая,белый,розовый,частичная,белый,одно,подвесное,коричневый,одиночное,леса,съедобен
колокольчатая,гладкая,белая,переломы,нет,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,зеленый,несколько,луга,ядовит
плоская,чешуйчатая,розовая,переломы,нет,свободные,близкие,широкие,белые,удлиняющиеся,,гладкая,гладкая,красный,красный,частичная,белый,два,исчезающее,белый,скопленное,загрязненная,съедобен
выпуклая,гладкая,белая,переломы,тухлый,свободные,близкие,широкие,розовые,сужающиеся,луковичная,волокнистая,волокнистая,белый,белый,частичная,белый,одно,подвесное,шоколадный,несколько,травы,ядовит
кнопочная,чешуйчатая,коричневая,переломы,нет,свободные,близкие,широкие,белые,удлиняющиеся,,гладкая,гладкая,белый,белый,частичная,белый,два,исчезающее,белый,скопленное,загрязненная,съедобен
выпуклая,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,бежевый,частичная,белый,одно,крупное,шоколадный,одиночное,тропинки,ядовит
плоская,гладкая,бежевая,переломы,тухлый,свободные,близкие,широкие,шоколадные,сужающиеся,луковичная,волокнистая,гладкая,белый,белый,частичная,белый,одно,подвесное,шоколадный,несколько,городская,ядовит
плоская,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,коричневый,частичная,белый,одно,крупное,шоколадный,несколько,леса,ядовит
выпуклая,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,коричневый,частичная,белый,одно,крупное,шоколадный,несколько,леса,ядовит
выпуклая,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,бежевый,частичная,белый,одно,крупное,шоколадный,несколько,леса,ядовит
выпуклая,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,розовый,частичная,белый,одно,крупное,шоколадный,одиночное,тропинки,ядовит
выпуклая,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,бежевый,частичная,белый,одно,крупное,шоколадный,несколько,леса,ядовит
выпуклая,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,коричневый,частичная,белый,одно,крупное,шоколадный,одиночное,леса,ядовит
выпуклая,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,коричневый,частичная,белый,одно,крупное,шоколадный,одиночное,тропинки,ядовит
выпуклая,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,бежевый,частичная,белый,одно,крупное,шоколадный,одиночное,тропинки,ядовит
плоская,волокнистая,серая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,коричневый,частичная,белый,одно,крупное,шоколадный,несколько,тропинки,ядовит
кнопочная,гладкая,красная,переломы,нет,свободные,близкие,широкие,белые,удлиняющиеся,,гладкая,гладкая,красный,белый,частичная,белый,два,исчезающее,белый,скопленное,загрязненная,съедобен
плоская,чешуйчатая,коричневая,переломы,нет,свободные,близкие,широкие,красные,удлиняющиеся,,гладкая,гладкая,красный,белый,частичная,белый,два,исчезающее,белый,скопленное,загрязненная,съедобен
плоская,гладкая,бежевая,переломы,нет,свободные,близкие,широкие,белые,удлиняющиеся,,гладкая,гладкая,красный,белый,частичная,белый,два,исчезающее,белый,скопленное,загрязненная,съедобен
выпуклая,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,бежевый,частичная,белый,одно,крупное,шоколадный,несколько,леса,ядовит
плоская,волокнистая,серая,переломы,нет,свободные,близкие,широкие,фиолетовые,сужающиеся,луковичная,гладкая,гладкая,розовый,розовый,частичная,белый,одно,подвесное,коричневый,несколько,леса,съедобен
плоская,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,коричневый,частичная,белый,одно,крупное,шоколадный,одиночное,тропинки,ядовит
плоская,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,крупное,шоколадный,одиночное,травы,ядовит
выпуклая,гладкая,серая,переломы,тухлый,свободные,близкие,широкие,розовые,сужающиеся,луковичная,волокнистая,волокнистая,белый,белый,частичная,белый,одно,подвесное,шоколадный,несколько,травы,ядовит
плоская,волокнистая,серая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,крупное,шоколадный,несколько,тропинки,ядовит
выпуклая,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,бежевый,частичная,белый,одно,крупное,шоколадный,одиночное,леса,ядовит
плоская,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,розовый,частичная,белый,одно,крупное,шоколадный,несколько,травы,ядовит
выпуклая,чешуйчатая,коричневая,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
плоская,волокнистая,серая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,коричневый,частичная,белый,одно,крупное,шоколадный,несколько,тропинки,ядовит
плоская,чешуйчатая,коричневая,переломы,нет,свободные,близкие,широкие,красные,удлиняющиеся,,гладкая,гладкая,белый,белый,частичная,белый,два,исчезающее,белый,скопленное,загрязненная,съедобен
плоская,чешуйчатая,красная,переломы,нет,свободные,близкие,широкие,розовые,сужающиеся,луковичная,гладкая,гладкая,серый,розовый,частичная,белый,одно,подвесное,черный,несколько,леса,съедобен
плоская,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,бежевый,частичная,белый,одно,крупное,шоколадный,одиночное,травы,ядовит
выпуклая,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,крупное,шоколадный,несколько,тропинки,ядовит
плоская,волокнистая,серая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,коричневый,частичная,белый,одно,крупное,шоколадный,одиночное,леса,ядовит
плоская,волокнистая,красная,переломы,нет,свободные,близкие,широкие,коричневые,сужающиеся,луковичная,гладкая,гладкая,розовый,белый,частичная,белый,одно,подвесное,коричневый,несколько,леса,съедобен
выпуклая,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,бежевый,частичная,белый,одно,крупное,шоколадный,несколько,тропинки,ядовит
плоская,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,бежевый,частичная,белый,одно,крупное,шоколадный,одиночное,тропинки,ядовит
плоская,волокнистая,серая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,коричневый,частичная,белый,одно,крупное,шоколадный,несколько,тропинки,ядовит
плоская,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,бежевый,частичная,белый,одно,крупное,шоколадный,одиночное,леса,ядовит
выпуклая,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,бежевый,частичная,белый,одно,крупное,шоколадный,несколько,леса,ядовит
колокольчатая,чешуйчатая,белая,переломы,нет,свободные,близкие,широкие,белые,удлиняющиеся,луковичная,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,зеленый,несколько,луга,ядовит
плоская,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,крупное,шоколадный,одиночное,тропинки,ядовит
выпуклая,чешуйчатая,коричневая,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,гладкая,розовый,белый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
плоская,волокнистая,серая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,крупное,шоколадный,одиночное,травы,ядовит
выпуклая,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,коричневый,частичная,белый,одно,крупное,шоколадный,несколько,травы,ядовит
плоская,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,коричневый,частичная,белый,одно,крупное,шоколадный,одиночное,тропинки,ядовит
плоская,чешуйчатая,розовая,переломы,нет,свободные,близкие,широкие,красные,удлиняющиеся,,гладкая,гладкая,красный,красный,частичная,белый,два,исчезающее,белый,скопленное,загрязненная,съедобен
выпуклая,гладкая,белая,переломы,тухлый,свободные,близкие,широкие,шоколадные,сужающиеся,луковичная,гладкая,гладкая,белый,белый,частичная,белый,одно,подвесное,шоколадный,рассеянное,травы,ядовит
плоская,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,розовый,частичная,белый,одно,крупное,шоколадный,одиночное,травы,ядовит
выпуклая,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,бежевый,частичная,белый,одно,крупное,шоколадный,несколько,тропинки,ядовит
выпуклая,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,розовый,частичная,белый,одно,крупное,шоколадный,несколько,травы,ядовит
плоская,гладкая,бежевая,переломы,тухлый,свободные,близкие,широкие,белые,сужающиеся,луковичная,волокнистая,гладкая,белый,белый,частичная,белый,одно,подвесное,шоколадный,рассеянное,городская,ядовит
выпуклая,волокнистая,серая,нет,смолистый,свободные,близкие,узкие,серые,удлиняющиеся,луковичная,гладкая,гладкая,белый,белый,частичная,белый,одно,подвесное,черный,несколько,леса,ядовит
выпуклая,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,коричневый,частичная,белый,одно,крупное,шоколадный,одиночное,тропинки,ядовит
плоская,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,розовый,частичная,белый,одно,крупное,шоколадный,одиночное,травы,ядовит
плоская,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,коричневый,частичная,белый,одно,крупное,шоколадный,одиночное,тропинки,ядовит
выпуклая,чешуйчатая,зеленая,нет,нет,свободные,близкие,узкие,розовые,удлиняющиеся,,гладкая,волокнистая,белый,белый,частичная,белый,одно,расширяющееся,шоколадный,одиночное,леса,съедобен
плоская,чешуйчатая,белая,нет,нет,свободные,близкие,узкие,шоколадные,удлиняющиеся,,гладкая,волокнистая,белый,белый,частичная,белый,одно,расширяющееся,шоколадный,несколько,леса,съедобен
выпуклая,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,бежевый,частичная,белый,одно,крупное,шоколадный,несколько,леса,ядовит
плоская,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,коричневый,частичная,белый,одно,крупное,шоколадный,одиночное,тропинки,ядовит
плоская,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,розовые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,розовый,частичная,белый,одно,крупное,шоколадный,одиночное,травы,ядовит
выпуклая,чешуйчатая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,розовый,белый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
выпуклая,чешуйчатая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,розовый,белый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
выпуклая,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,бежевый,частичная,белый,одно,крупное,шоколадный,одиночное,леса,ядовит
выпуклая,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,бежевый,частичная,белый,одно,крупное,шоколадный,несколько,травы,ядовит
плоская,волокнистая,серая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,бежевый,коричневый,частичная,белый,одно,крупное,шоколадный,одиночное,леса,ядовит
выпуклая,чешуйчатая,серая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,бежевый,частичная,белый,одно,крупное,шоколадный,одиночное,травы,ядовит
выпуклая,чешуйчатая,желтая,нет,тухлый,свободные,близкие,широкие,серые,удлиняющиеся,луковичная,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,крупное,шоколадный,несколько,леса,ядовит
плоская,волокнистая,желтая,нет,тухлый,свободные,близкие,широкие,шоколадные,удлиняющиеся,луковичная,шелковистая,шелковистая,коричневый,бежевый,частичная,белый,одно,крупное,шоколадный,одиночное,тропинки,ядовит
